anime_id,name,genre,type,episodes,rating,members
1806,master mosquiton ,"Action, Adventure, Comedy, Supernatural, Vampire",TV,26,6.71,2320
622,natsuiro no sunadokei,"Drama, Romance, Sci-Fi",OVA,2,6.71,6327
33181,nijiiro days ova,"Comedy, Romance, School, Shoujo, Slice of Life",OVA,1,6.73,4088
4795,pokemon pika pika hoshizora camp,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.71,10143
18781,puchimas petit idolmster  takatsuki gold densetsu special harukasan matsuri,"Comedy, Music, Slice of Life",Special,6,6.71,2284
32360,qualidea code,"Action, Magic, Supernatural",TV,12,6.71,56854
10308,sengoku otome momoiro paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,6.71,27080
4515,seton doubutsuki risu no banner,"Drama, Kids",TV,26,6.71,669
14957,shakugan no shana friagne to marianne no naze nani shana nandemo shitsumonbako 2,"Comedy, Fantasy, Supernatural",Special,8,6.71,4982
7082,shugo chara party,"Comedy, Magic, School, Shoujo",TV,25,6.71,41469
2010,taiho shichau zo in america,"Action, Comedy, Police, Shounen",Special,1,6.71,2584
21201,teekyuu 2 specials,"Comedy, School, Shounen, Sports",Special,2,6.71,5666
916,tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13,6.71,30836
2105,touka gettan,"Drama, Romance, Supernatural",TV,26,6.71,13921
6883,umi monogatari anata ga ite kureta koto  shinjiau kokoro,"Comedy, Fantasy, Supernatural",Special,1,6.71,2484
1130,windaria,"Action, Drama, Fantasy, Romance, Sci-Fi",Movie,1,6.71,4905
6748,yokuwakaru gendaimahou ,"Comedy, Magic",Special,1,6.71,4991
3325,yuusha exkaiser,"Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,648
1673,bomberman bdaman bakugaiden v,"Sci-Fi, Shounen",TV,50,6.7,932
1754,di gi charat summer special 2,Comedy,Special,4,6.7,1685
1704,eatman,"Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.7,4041
8503,fushigi mahou fun fun pharmacy,"Kids, Magic",TV,48,6.7,802
2060,gall force 1 eternal story,"Action, Adventure, Mecha, Military, Sci-Fi, Space",Movie,1,6.7,2780
4361,grenadier hohoemi no senshi specials,"Comedy, Ecchi, Parody",Special,7,6.7,4220
2804,hana no mahoutsukai mary bell,"Adventure, Fantasy, Magic, Shoujo",TV,50,6.7,1033
840,narue no sekai,"Comedy, Romance, Sci-Fi",TV,12,6.7,11544
2086,ng knight ramune amp 4 dx wakuwaku jikuu  honoo no daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,421
31848,ojisan to marshmallow,"Comedy, Slice of Life",TV,12,6.7,31005
1978,onkyo seimeitai noiseman,"Action, Fantasy, Sci-Fi",Movie,1,6.7,5295
402,otogi juushi akazukin ova,"Adventure, Comedy, Fantasy, Magic",OVA,1,6.7,1030
13799,pokemon meloetta no kirakira recital,"Adventure, Comedy, Fantasy, Kids, Music",Movie,1,6.7,3937
4874,pokemon pikachu no fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.7,8135
15781,puchimas petit idolmster episode ,"Comedy, Music, Slice of Life",OVA,1,6.7,3038
10611,r15,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.7,53617
23,ring ni kakero 1,"Action, Shounen, Sports",TV,12,6.7,2224
23581,romeo no aoi sora specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.7,297
33173,sansha sanyou specials,"Comedy, School, Slice of Life",Special,3,6.7,2177
472,to heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.7,16757
1980,trava fist planet,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,8535
7839,ufo robo grendizer akai yuuhi no taiketsu,"Mecha, Sci-Fi",Movie,1,6.7,252
32601,12sai chicchana mune no tokimeki,"Romance, School, Shoujo",TV,12,6.69,12768
4744,akaneiro ni somaru saka,"Comedy, Harem, Romance, School",TV,12,6.69,91453
10516,anemone,"Drama, Magic, Supernatural",OVA,1,6.69,2466
375,bannou bunka nekomusume 18,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,4038
6511,beast wars neo,"Action, Adventure, Mecha, Shounen, Super Power",TV,35,6.69,1366
2801,candy candy haru no yobigoe,"Drama, Shoujo, Slice of Life",Movie,1,6.69,967
119,final approach,"Comedy, Drama, Romance, Slice of Life",TV,13,6.69,24902
241,girls bravo first season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,11,6.69,84395
32511,girls und panzer nihon senshadou renmei news,Comedy,Special,2,6.69,1134
973,glass no kantai la legende du vent de lunivers,"Adventure, Sci-Fi",TV,24,6.69,8052
3190,guitar wo motta shounen kikaider vs inazuman,"Sci-Fi, Shounen",Special,1,6.69,678
863,joshikousei girls high,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,6.69,22982
2211,jumping,Adventure,Movie,1,6.69,2341
1572,jungle taitei,"Adventure, Kids, Shounen",TV,52,6.69,3067
1658,karakuri no kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1,6.69,2884
10076,kämpfer für die liebe,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,6.69,37047
412,kore ga watashi no goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,57646
1810,kyoushirou to towa no sora,"Drama, Magic, Romance, Shounen",TV,12,6.69,28280
9936,makenki,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12,6.69,104182
7103,miracle☆train oedosen e youkoso,"Fantasy, Shoujo",TV,13,6.69,13898
2456,mori no densetsu,"Adventure, Drama, Fantasy, Music",Movie,1,6.69,1032
9774,moritasan wa mukuchi,"Comedy, School, Slice of Life",OVA,1,6.69,6636
4112,mouse and his child,Adventure,Movie,1,6.69,211
4961,mushrambo 28,"Action, Adventure, Fantasy, Sci-Fi",OVA,2,6.69,831
1350,parasite dolls,"Action, Mecha, Police, Sci-Fi",OVA,3,6.69,6156
6428,psychoarmor govarian,"Action, Mecha, Sci-Fi, Super Power",TV,26,6.69,352
14921,rdg red data girl,"Fantasy, Magic",TV,12,6.69,67100
5636,restol special rescue team,"Action, Adventure, Mecha, Police",TV,26,6.69,284
31716,rewrite,"Action, Comedy, Romance, School, Supernatural",TV,13,6.69,71545
10073,seikon no qwaser ii,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168
8248,soukou kihei votoms case irvine,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.69,1710
1005,star ocean ex,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024
979,street fighter zero the animation,"Action, Drama, Martial Arts, Shounen, Super Power",Movie,1,6.69,10118
22335,teekyuu  specials,"Comedy, School, Shounen, Sports",Special,2,6.69,4932
925,transformers headmasters,"Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768
744,trouble chocolate,"Comedy, Romance, Sci-Fi, Shounen",TV,20,6.69,2747
7160,yoroshiku mechadock,"Action, Cars, Comedy, Police, Sports",TV,30,6.69,346
3812,yume no hoshi no button nose,"Adventure, Kids",TV,26,6.69,400
3003,yumedamaya kidan,"Drama, Fantasy",Special,1,6.69,1957
2356,amon devilman mokushiroku,"Demons, Horror, Psychological, Supernatural",OVA,1,6.68,7706
10693,appleseed xiii remix movie 2 yogen,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.68,2423
16518,arata kangatari,"Adventure, Fantasy, Shounen",TV,12,6.68,38819
32866,brave witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,6.68,19544
6383,chargeman ken,"Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427
289,comic party,"Comedy, Drama",TV,13,6.68,12988
706,comic party revolution,"Comedy, Drama",TV,13,6.68,6690
1676,cosmo warrior zero,"Action, Adventure, Military, Sci-Fi, Space",TV,13,6.68,2613
1661,cutey honey,"Action, Adventure, School, Sci-Fi",TV,25,6.68,6596
1178,detonator orgun,"Action, Mecha, Sci-Fi",OVA,3,6.68,2809
11385,digimon xros wars toki wo kakeru shounen huntertachi,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,6.68,11963
365,fake,"Comedy, Mystery, Police, Romance, Shounen Ai",OVA,1,6.68,10926
29255,ghost in the shell arise episode jp,Action,Special,1,6.68,2209
7112,ginga tetsudou no yoru fantasy railroad in the stars,"Drama, Fantasy, Mystery",Movie,1,6.68,1062
31675,haikyuu quest picture drama,"Comedy, Fantasy, Game, Shounen",OVA,3,6.68,3297
19255,hyakka ryouran samurai bride specials,"Comedy, Ecchi",Special,6,6.68,6337
1694,idolmster xenoglossia,"Action, Comedy, Mecha, Sci-Fi",TV,26,6.68,15338
17831,inu to hasami wa tsukaiyou,"Comedy, Supernatural",TV,12,6.68,69526
23711,kakumei no wakaki sora,"Drama, Historical",OVA,1,6.68,379
7875,kanokon manatsu no dai shanikusai specials,Ecchi,Special,2,6.68,10513
10016,kizuna ichigeki,"Comedy, Martial Arts",Movie,1,6.68,4128
2568,kojika monogatari,Drama,TV,52,6.68,291
9754,kuragehime eiyuu retsuden☆,"Comedy, Josei, Slice of Life",Special,4,6.68,9748
4439,kurenai sanshirou,"Action, Martial Arts, Sports",TV,26,6.68,603
6796,kyuukyoku choujin r,"Comedy, Sci-Fi",OVA,1,6.68,492
3823,little lulu to chicchai nakama,"Comedy, Kids, Slice of Life",TV,26,6.68,363
11083,nurarihyon no mago sennen makyou recaps,"Action, Demons, Shounen, Supernatural",Special,2,6.68,7095
12671,pokemon best wishes season 2 kyurem vs seikenshi,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.68,14498
8438,pokemon ranger hikari no kiseki,"Adventure, Comedy, Fantasy, Kids",Special,2,6.68,4770
4794,pokemon pikachu no dokidoki kakurenbo,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.68,7539
564,puni puni☆poemii,"Comedy, Magic, Sci-Fi, Shounen",OVA,2,6.68,21987
21497,sengoku musou sp sanada no shou,"Action, Historical, Samurai",Special,1,6.68,3804
12267,takarasagashi,"Adventure, Fantasy, Kids",Movie,1,6.68,533
2686,tetsujin 28gou,"Adventure, Mecha, Sci-Fi, Shounen",TV,96,6.68,1194
33341,time travel shoujo mari waka to 8nin no kagakushatachi,"Adventure, Sci-Fi",TV,12,6.68,9248
8108,tottoko hamtarou movie  ham ham grand prix aurora tani no kiseki  ribonchan kiki ippatsu,"Adventure, Comedy, Kids",Movie,1,6.68,1028
7568,umineko no naku koro ni specials,"Comedy, Parody",Special,26,6.68,10913
1986,wakusei robo danguard ace,"Mecha, Sci-Fi, Shounen",TV,56,6.68,488
155,x1,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,6.68,23038
3295,yatterman,"Adventure, Comedy, Parody",TV,60,6.68,2169
1894,yu☆gi☆oh hikari no pyramid,"Adventure, Comedy, Fantasy, Game",Movie,1,6.68,37398
20533,zx ignition,"Adventure, Fantasy, Game, Sci-Fi",TV,12,6.68,24788
2028,zettai muteki raijinoh 12,"Mecha, Sci-Fi, Shounen",OVA,4,6.68,224
4469,hackgu trilogy parody mode,"Comedy, Fantasy, Game, Parody, Sci-Fi",Special,1,6.67,7952
2041,ai to yuuki no pig girl tonde buurin,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",TV,51,6.67,6183
9548,alps no shoujo heidi alm no yamahen,"Drama, Historical, Slice of Life",Movie,1,6.67,724
591,amaenaide yo,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.67,48939
1348,bubblegum crash,"Action, Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.67,4826
33360,code geass boukoku no akito final  itoshiki monotachi e picture drama,"Comedy, Military",Special,1,6.66,1732
5147,comic party revolution ova,Comedy,OVA,4,6.67,2237
1153,crying freeman,"Action, Drama, Martial Arts, Police, Romance, Seinen",OVA,6,6.67,4747
2638,doraemon its spring,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.67,476
7775,futatsu no kurumi,Drama,Special,1,6.67,552
5276,happy happy clover,"Comedy, Fantasy, Kids, Shoujo",TV,13,6.67,623
33421,hitori no shita the outcast,"Action, Super Power, Supernatural",TV,12,6.67,36343
11101,honoo no alpenrose,"Drama, Historical, Romance, Shoujo",OVA,2,6.67,229
1085,interlude,"Adventure, Horror, Mystery",OVA,3,6.67,7573
3436,meme iroiro yume no tabi,"Adventure, Kids, Sci-Fi",TV,127,6.67,317
1062,nekojiru gekijou jirujiru original,"Action, Comedy",TV,27,6.67,6303
2710,nintama rantarou movie,"Comedy, Shounen",Movie,1,6.67,258
10886,nurarihyon no mago jump super anime tour special,"Action, Demons, Shounen, Sports, Supernatural",Special,1,6.67,4076
32359,pokemon xyampz subete no nazo wo tokiakase,"Action, Adventure, Fantasy, Kids",Special,1,6.67,1043
6609,pucca 26,"Comedy, Parody, Romance",TV,26,6.67,4425
5288,rahxephon specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,2,6.67,2566
197,rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",TV,24,6.67,16672
31593,rokka no yuusha picture drama,"Action, Adventure, Fantasy, Magic, Mystery",Special,3,6.68,3912
3735,ryuuseiki gakusaver,"Action, Comedy, Mecha, Parody, School, Sci-Fi, Space",OVA,6,6.67,547
9916,samurai giants,Sports,TV,46,6.67,319
28283,sengoku musou,"Action, Historical, Samurai",TV,12,6.67,13272
1012,sexy commando gaiden sugoiyo masarusan specials,"Comedy, Martial Arts, School, Shounen",Special,2,6.67,1029
3410,sky girls specials,"Comedy, Mecha, Military, Sci-Fi",Special,9,6.67,3008
9494,soukyuu no fafner arcadian memory,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723
13679,tottoko hamtarou hai,"Adventure, Kids",TV,77,6.67,1616
30437,wakakozake,"Seinen, Slice of Life",TV,12,6.67,18933
8598,yuki,"Adventure, Demons, Fantasy",Movie,1,6.67,408
24751,akuma no riddle shousha wa dare nukiuchi test,"Action, Comedy, Ecchi, Shoujo Ai",Special,1,6.66,19147
3800,arrow emblem grand prix no taka,"Cars, Drama, Sports",TV,44,6.66,820
31387,aru hi inu no kuni kara tegami ga kite,"Drama, Shoujo",OVA,1,6.66,1302
3081,attacker you,"Action, Romance, Shoujo, Sports",TV,58,6.66,2733
1185,battle athletess daiundoukai,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6,6.66,3115
3389,bus gamer,Action,TV,3,6.66,20550
5189,chou tokkyuu hikarian,"Action, Adventure, Kids",TV,156,6.66,337
3035,chouon senshi borgman,"Action, Demons, Sci-Fi, Shounen",TV,35,6.66,947
2696,crusher joe 18,"Action, Adventure, Sci-Fi",OVA,2,6.66,1279
21599,fight ippatsu juudenchan ova,"Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285
7744,fight ippatsu juudenchan specials,"Comedy, Ecchi",Special,6,6.66,4700
3185,fortune quest l,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845
11307,ginga patrol pj,"Drama, Military, Sci-Fi, Space",TV,26,6.66,316
10187,hensemi tv,"Comedy, Ecchi, Seinen",TV,13,6.66,27878
10338,honto ni atta reibai sensei,"Comedy, School, Shounen, Supernatural",TV,22,6.66,5082
32214,koukaku no pandora,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545
2895,kujiratori,Adventure,Movie,1,6.66,1572
3054,la seine no hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964
3391,maicching machikosensei,"Comedy, Ecchi, School",TV,95,6.66,891
4640,maroko,"Comedy, Sci-Fi",Movie,1,6.66,353
31144,mottainai,Slice of Life,Special,1,6.66,2234
31621,ooyasan wa shishunki,"Comedy, Slice of Life",TV,12,6.66,24131
31797,ore ga ojousama gakkou ni quotshomin samplequot toshite gets♥sareta ken specials,"Comedy, Ecchi, Harem, Romance, School",Special,6,6.66,6878
682,otogi story tenshi no shippo,"Comedy, Fantasy, Harem, Magic, Romance",TV,12,6.66,9099
438,phantom the animation,"Action, Drama, Shounen",OVA,3,6.66,9285
16680,pokemon best wishes season 2 shinsoku no genosect  mewtwo kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,12517
8709,pokemon pikachu koori no daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447
10916,pokemon pikachu no fuyuyasumi 2,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379
25867,rolling☆girls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310
27741,shounen hollywood holly stage for 5,"Music, Shoujo, Slice of Life",TV,13,6.66,3800
2766,super doll liccachan,"Adventure, Comedy, Magic",TV,52,6.66,1826
4427,tatakae ramenman,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,6.66,431
6468,tensai bakabon,"Comedy, Slice of Life",TV,40,6.66,313
5535,tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280
4387,ufo robo grendizer tai great mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923
715,yume de aetara,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,3,6.66,2703
12437,yuri seijin naokosan 212,Comedy,OVA,1,6.66,6578
15951,amagami ss plus picture drama,Romance,Special,2,6.65,8232
1370,atama yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541
1682,baldr force exe resolution,"Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443
31573,brave beats,"Adventure, Music",TV,22,6.65,2299
16614,busou shinki ova,"Action, Sci-Fi",OVA,1,6.65,4158
9558,cheung gong chat hou,Kids,Movie,1,6.65,215
3522,choujin locke,"Action, Sci-Fi, Super Power",Movie,1,6.65,1250
1794,dirty pair no ooshoubu nolandia no nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045
9493,dororon enmakun meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006
1189,edens bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106
5883,examurai sengoku,"Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701
29231,fushigiboshi no☆futagohime gyu recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220
2061,gall force 2 destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372
19271,gekitou crush gear turbo kaizabaan no chousen,"Shounen, Sports",Movie,1,6.65,273
3433,goqchoji ikkiman,"Sci-Fi, Sports",TV,32,6.65,295
9900,hamster club,Kids,TV,140,6.65,318
8101,hensemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029
3435,joou heika no petite angie,"Historical, Mystery, Shoujo",TV,26,6.65,451
5828,kishin douji zenki gaiden anki kitan,"Action, Supernatural",OVA,1,6.65,892
33118,kuma miko specials,"Comedy, Seinen",Special,2,6.65,4237
3878,mahou shoujo lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635
31448,mahouka koukou no rettousei yoku wakaru mahouka special,"Comedy, Magic",Special,1,6.64,3111
32324,major 2nd,"Shounen, Sports",Special,1,6.65,458
31560,miss monochrome the animation ,"Comedy, Music, Slice of Life",TV,13,6.66,7905
23943,mobile suit gundam unicorn one of seventy two,Mecha,Special,1,6.65,889
4421,moetan specials,"Comedy, Ecchi, Magic, School",Special,2,6.65,4036
32829,nobunaga no shinobi,"Comedy, Historical",TV,Unknown,6.65,7207
6625,nonochan,"Comedy, Slice of Life",TV,61,6.65,367
31452,norn nornnonet,"Adventure, Fantasy, Josei, Romance",TV,12,6.65,38139
32190,omoi no kakera,Slice of Life,Special,1,6.65,2301
4910,pokemon pikachu no wanpaku island,"Adventure, Comedy, Fantasy, Kids",Special,1,6.65,6379
4792,pokemon pikachu tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702
1298,project ako 4 final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467
1693,reideen,"Action, Mecha, Sci-Fi",TV,26,6.65,5736
13517,ryuugajou nanana no maizoukin,"Comedy, Supernatural",Special,1,6.66,7177
10687,saint seiya legend of sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776
19919,tesagure bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670
471,to heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877
2699,uchuu kaizoku mito no daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009
4371,uchuu senshi baldios movie,"Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451
1233,aozora shoujotai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596
17092,dallyeola hani,Sports,TV,13,6.64,209
30127,danchigai,"Comedy, Slice of Life",TV,12,6.64,37913
17705,dd hokuto no ken 21,"Parody, Seinen",TV,13,6.64,1805
660,denshin mamotte shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",OVA,8,6.64,2372
4554,dokkiri doctor,"Comedy, Slice of Life",TV,26,6.64,472
12885,dynamic super robots soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507
31070,etotama specials,"Action, Comedy, Fantasy",Special,6,6.64,3753
1733,exdriver nina amp rei danger zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297
1799,fatal fury legend of the hungry wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353
21373,freezing vibration specials,"Action, Comedy, Ecchi",Special,6,6.64,12299
125,futakoi,"Comedy, Romance, School",TV,13,6.64,23968
8765,futarigurashi,"Comedy, Ecchi, Romance",TV,36,6.64,551
30531,gakuen handsome the animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038
8538,gokujou mecha mote iinchou second collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223
24695,gokukoku no brynhildr special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758
14145,hanayaka nari waga ichizoku kinetograph,"Drama, Historical, Josei",OVA,2,6.64,8305
20381,jungle taitei movie,"Adventure, Shounen",Movie,1,6.64,271
3100,kamen rider sd kaiki kumo otoko,"Action, Parody",OVA,1,6.64,575
5153,kikou kai galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164
4504,kinkyuu hasshin saver kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225
31866,last exile ginyoku no fam movie  over the wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948
6368,legend of regios,Magic,Special,3,6.64,6194
783,miami guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765
2306,mobile suit sd gundams counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982
4536,muteki robo trider g7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350
8487,onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736
4013,paul no miracle daisakusen,"Action, Adventure, Kids",TV,51,6.64,413
10917,pokemon pikachu no fuyuyasumi 21,"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079
1297,project ako  cinderella rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601
2031,shining tears x wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477
6885,sora no manimani specials,"Comedy, School, Slice of Life",Special,3,6.64,4444
684,tenshi no shippo chu,"Fantasy, Magic, Romance",TV,11,6.64,3674
9531,tezuka osamu monogatari boku wa son gokuu,Adventure,Special,1,6.64,244
21353,tokyo esp,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168
33377,trickster edogawa ranpo quotshounen tanteidanquot yori,Mystery,TV,24,6.64,52260
4132,wakakusa no yon shimai,"Drama, Historical, Slice of Life",TV,26,6.64,476
718,yume de aetara tv,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821
30056,amagi brilliant park wakuwaku mini theater  rakugaki backstage,Comedy,Special,7,6.63,14515
10196,baby princess d paradise  love,"Ecchi, Harem, Seinen",OVA,1,6.63,17570
13253,blossom,Music,Movie,1,6.63,2825
2640,doraemon its summer,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487
33222,fudanshi koukou seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360
26053,futari wa precure splash☆star maji★doki♥ theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609
6472,gakkou no kowai uwasa hanakosan ga kita,Horror,TV,35,6.63,637
2062,gall force  stardust war,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281
2617,ghiblies,Comedy,Special,2,6.63,3230
23137,girls und panzer heartful tank disc picture drama,"Military, School",Special,4,6.63,2296
8839,gundam neo experience 87 green divers,"Adventure, Mecha, Space",Movie,1,6.63,1849
2207,hamelin no violin hiki the movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551
25861,inugamisan to nekoyamasan special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062
33129,joker game kuroneko yoru no bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011
6657,joshikousei girls high specials,"Comedy, Slice of Life",Special,3,6.63,2920
6375,kagaku ninjatai gatchaman f,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810
3273,kinnikuman 184,"Action, Comedy, Shounen, Sports",Movie,1,6.63,474
6509,kiteretsu daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083
7430,konjiki no gash bell ougon no chichi wo motsu otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991
10671,moritasan wa mukuchi,"Comedy, School, Slice of Life",TV,13,6.63,15046
24175,nozo x kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526
17157,nozoki ana,"Comedy, Drama, Ecchi",OVA,1,6.63,21200
612,petopetosan,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956
2842,pokemon fushigi no dungeon shutsudou pokemon kyuujotai ganbaruzu,"Adventure, Fantasy",Special,1,6.63,8541
4962,rokumon tengai mon colle knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625
30088,ryoutei no aji,Slice of Life,Special,4,6.63,538
8900,saru getchu on air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263
4067,shin megami tensei devil children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110
1836,shuffle memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109
1044,taiyou no ouji horus no daibouken,"Adventure, Drama, Magic",Movie,1,6.63,3717
2560,terra e,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807
2552,tetsuko no tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292
30250,triage x recollection xoxo,"Action, Ecchi, School, Shounen",OVA,1,6.63,8509
1276,ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317
55,arc the lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392
30953,arslan senki tv specials,Comedy,Special,8,6.62,5241
4975,chäoshead,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337
5449,chibi kero kerobouru no himitsu,Comedy,Special,1,6.62,625
33145,detective conan nazo no suisei kaijuu wo oe,Mystery,OVA,1,6.62,976
33069,dimension w special,"Sci-Fi, Seinen",Special,1,6.62,4593
2485,doku tenshi no shippo,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,1184
3842,doubutsu takarajima,Adventure,Movie,1,6.62,818
5476,fushigi na melmo,"Magic, Shoujo",TV,26,6.62,440
